"","rut","tipo_dif_6","ventas_inicio","monto_op","tasa_anual","plazo","es_mujer","es_hombre","es_pj","para_cap_trab","para_inv","para_cap_trab_inv","comercio","alimento","agricultura","region","eval"
"7404",33265,"2 entre -5% y 5%",-0.146349886417966,-0.474301650919196,0.137694153599676,-1.18608230603183,1,0,0,1,0,0,1,0,0,"15",FALSE
"7405",33268,"2 entre -5% y 5%",-0.688924440934494,-1.12275633099952,0.137694153599676,-0.332635202303582,1,0,0,1,0,0,1,0,0,"9",FALSE
"7406",33271,"2 entre -5% y 5%",-0.223860679970956,2.09337481619698,0.137694153599676,-0.332635202303582,1,0,0,1,0,0,1,0,0,"13",FALSE
"7407",33272,"2 entre -5% y 5%",-0.456392727178458,0.181583306930668,0.137694153599676,-0.332635202303582,0,1,0,1,0,0,1,0,0,"13",FALSE
"7408",33273,"3 Mayor a 5%",-0.456392727178458,4.38495187882571,0.137694153599676,1.37425900515292,0,1,0,1,0,0,1,0,0,"1",FALSE
"7410",33277,"3 Mayor a 5%",-0.146349886417966,1.26324569696843,0.137694153599676,1.37425900515292,1,0,0,1,0,0,1,0,0,"14",FALSE
"7411",33279,"2 entre -5% y 5%",3.72918245529925,-0.108558967025538,0.137694153599676,0.520811901424669,1,0,0,1,0,0,1,0,0,"13",FALSE
"7415",33289,"2 entre -5% y 5%",0.303211715834974,0.89398340781552,0.137694153599676,0.520811901424669,0,1,0,1,0,0,1,0,0,"10",FALSE
"7417",33293,"3 Mayor a 5%",0.93879922261509,0.517598954484785,0.137694153599676,-0.332635202303582,1,0,0,0,0,1,1,0,0,"1",FALSE
"7419",33298,"2 entre -5% y 5%",0.93879922261509,1.46149901745571,0.137694153599676,-1.18608230603183,1,0,0,1,0,0,1,0,0,"13",FALSE
"7421",33301,"2 entre -5% y 5%",-0.456392727178458,-0.162401817178499,0.137694153599676,-0.332635202303582,1,0,0,1,0,0,1,0,0,"13",FALSE
"7424",33306,"2 entre -5% y 5%",-0.301371140072479,-0.109749944562761,0.137694153599676,0.520811901424669,1,0,0,1,0,0,1,0,0,"14",FALSE
"7426",33309,"3 Mayor a 5%",-0.332375457493675,0.449873216920315,0.137694153599676,-1.18608230603183,1,0,0,1,0,0,1,0,0,"1",FALSE
"7427",33310,"2 entre -5% y 5%",-0.301371140072479,0.135111481933455,0.137694153599676,1.37425900515292,1,0,0,1,0,0,1,0,0,"4",FALSE
"7428",33313,"2 entre -5% y 5%",-0.146349886417966,1.19122414490403,0.137694153599676,0.520811901424669,1,0,0,1,0,0,1,0,0,"8",FALSE
"7438",33338,"2 entre -5% y 5%",0.163692620891059,0.910603765984228,0.137694153599676,1.37425900515292,1,0,0,1,0,0,1,0,0,"3",FALSE
"7444",33356,"2 entre -5% y 5%",-0.378881933625469,-0.949572791407713,0.137694153599676,-1.18608230603183,1,0,0,1,0,0,1,0,0,"4",FALSE
"7446",33364,"3 Mayor a 5%",0.00867136723654675,0.477680468572988,0.137694153599676,-0.332635202303582,1,0,0,1,0,0,1,0,0,"13",FALSE
"7447",33365,"1 Menor a -5%",0.318713874545572,1.48680580880636,0.137694153599676,0.520811901424669,1,0,0,1,0,0,1,0,0,"10",FALSE
"7450",33372,"1 Menor a -5%",-0.146349886417966,0.476015470125428,0.137694153599676,-0.332635202303582,1,0,0,1,0,0,1,0,0,"5",FALSE
"7451",33373,"2 entre -5% y 5%",-0.363379774914871,-0.946604235456725,0.137694153599676,-0.332635202303582,1,0,0,1,0,0,1,0,0,"9",FALSE
"7454",33376,"2 entre -5% y 5%",2.17896958530266,-0.650744084269573,0.137694153599676,-0.332635202303582,0,1,0,1,0,0,1,0,0,"5",FALSE
"7456",33381,"2 entre -5% y 5%",-0.456392727178458,-0.101205717653928,0.137694153599676,-1.18608230603183,1,0,0,1,0,0,1,0,0,"8",FALSE
"7462",33398,"2 entre -5% y 5%",-0.766435234487484,-0.582313240600975,0.137694153599676,0.520811901424669,1,0,0,1,0,0,1,0,0,"8",FALSE
"7464",33402,"2 entre -5% y 5%",-0.456392727178458,0.669315272099682,0.137694153599676,1.37425900515292,1,0,0,1,0,0,1,0,0,"8",FALSE
"7466",33407,"3 Mayor a 5%",-0.301371140072479,1.95783446214735,0.137694153599676,1.37425900515292,1,0,0,1,0,0,1,0,0,"13",FALSE
"7467",33408,"2 entre -5% y 5%",-0.766435234487484,0.134518955795533,0.137694153599676,1.37425900515292,1,0,0,1,0,0,1,0,0,"13",FALSE
"7472",33416,"2 entre -5% y 5%",-0.301371140072479,1.17957508103249,0.137694153599676,-0.332635202303582,1,0,0,1,0,0,1,0,0,"13",FALSE
"7473",33417,"2 entre -5% y 5%",0.318713874545572,-0.474894177057118,0.137694153599676,-1.18608230603183,1,0,0,1,0,0,1,0,0,"13",FALSE
"7474",33419,"3 Mayor a 5%",-0.688924440934494,0.575346551886651,0.137694153599676,-0.332635202303582,1,0,0,1,0,0,1,0,0,"13",FALSE
"7475",33420,"3 Mayor a 5%",-0.301371140072479,0.64786582590691,0.137694153599676,-0.332635202303582,1,0,0,1,0,0,1,0,0,"5",FALSE
"7478",33424,"2 entre -5% y 5%",-0.688924440934494,-1.00326751002619,0.137694153599676,-0.332635202303582,1,0,0,1,0,0,1,0,0,"5",FALSE
"7480",33429,"2 entre -5% y 5%",0.551245921753075,2.33101334907193,0.137694153599676,-0.332635202303582,1,0,0,1,0,0,1,0,0,"13",FALSE
"7482",33433,"2 entre -5% y 5%",-0.564907504701177,0.134518955795533,0.137694153599676,1.37425900515292,1,0,0,0,0,1,1,0,0,"4",FALSE
"7487",33477,"2 entre -5% y 5%",0.144278434156283,0.66447147982459,0.137694153599676,1.37425900515292,0,1,0,1,0,0,1,0,0,"3",FALSE
"7490",33482,"2 entre -5% y 5%",-0.535320646729576,-0.0495028732131123,0.137694153599676,1.37425900515292,0,1,0,1,0,0,1,0,0,"13",FALSE
"7491",33483,"2 entre -5% y 5%",-0.767002151577028,-0.713278994713597,0.137694153599676,-0.332635202303582,0,1,0,1,0,0,1,0,0,"5",FALSE
"7492",33484,"2 entre -5% y 5%",6.8012603401064,-0.358124883100345,0.137694153599676,-0.332635202303582,0,1,0,1,0,0,1,0,0,"8",FALSE
"7495",33487,"2 entre -5% y 5%",-0.689774983294544,-0.358124883100345,0.137694153599676,-0.332635202303582,0,1,0,1,0,0,1,0,0,"10",FALSE
"7499",33491,"2 entre -5% y 5%",-0.303639141882124,0.896571147340257,0.137694153599676,0.520811901424669,0,1,0,1,0,0,1,0,0,"1",FALSE
"7500",33492,"2 entre -5% y 5%",-0.303639141882124,-0.479467285901235,0.137694153599676,-1.18608230603183,0,1,0,1,0,0,1,0,0,"13",FALSE
"7502",33495,"2 entre -5% y 5%",-0.303639141882124,-0.655860671776871,0.137694153599676,-1.18608230603183,0,1,0,1,0,0,1,0,0,"7",FALSE
"7506",33502,"2 entre -5% y 5%",0.15972386781278,0.601881611453711,0.137694153599676,1.37425900515292,0,1,0,1,0,0,1,0,0,"13",FALSE
"7507",33503,"2 entre -5% y 5%",-0.149184805317156,-0.356938261374015,0.137694153599676,-0.332635202303582,0,1,0,1,0,0,1,0,0,"13",FALSE
"7515",33513,"2 entre -5% y 5%",-0.458093478447092,-0.235306582629889,0.137694153599676,-0.332635202303582,0,1,0,1,0,0,1,0,0,"13",FALSE
"7516",33516,"2 entre -5% y 5%",2.9399019259822,-0.47769030510708,0.137694153599676,-0.332635202303582,0,1,0,1,0,0,1,0,0,"6",FALSE
"7520",33522,"2 entre -5% y 5%",-0.458093478447092,0.896571147340257,0.137694153599676,1.37425900515292,0,1,0,1,0,0,1,0,0,"2",FALSE
"7524",33527,"2 entre -5% y 5%",-0.61254781501206,0.601881611453711,0.137694153599676,1.37425900515292,0,1,0,1,0,0,1,0,0,"13",FALSE
"7525",33528,"2 entre -5% y 5%",0.00526953124781165,0.812716545346297,0.137694153599676,2.22770610888117,0,1,0,1,0,0,1,0,0,"5",FALSE
"7527",33530,"2 entre -5% y 5%",-0.61254781501206,-0.478286567765584,0.137694153599676,-1.18608230603183,0,1,0,1,0,0,1,0,0,"15",FALSE
"7530",33537,"2 entre -5% y 5%",-0.709159002533448,-0.769575635421454,0.137694153599676,-0.332635202303582,0,1,0,1,0,0,1,0,0,"9",FALSE
"7534",33541,"2 entre -5% y 5%",-0.458093478447092,-0.115658510353658,0.137694153599676,0.520811901424669,0,1,0,1,0,0,1,0,0,"14",FALSE
"7539",33549,"2 entre -5% y 5%",-0.22641197359964,-0.358124883100345,0.137694153599676,-0.332635202303582,0,1,0,1,0,0,1,0,0,"13",FALSE
"7540",33550,"2 entre -5% y 5%",-0.0719576370346724,-0.115068151285833,0.137694153599676,0.520811901424669,0,1,0,1,0,0,1,0,0,"1",FALSE
"7541",33551,"2 entre -5% y 5%",0.623086877507684,-0.530279490868992,0.137694153599676,0.520811901424669,0,1,0,1,0,0,1,0,0,"7",FALSE
"7542",33552,"2 entre -5% y 5%",-0.149184805317156,0.128307374425305,0.137694153599676,1.37425900515292,0,1,0,1,0,0,1,0,0,"7",FALSE
"7545",33556,"2 entre -5% y 5%",-0.581656947699067,-0.479467285901235,0.137694153599676,-1.18608230603183,0,1,0,1,0,0,1,0,0,"5",FALSE
"7550",33564,"2 entre -5% y 5%",-0.458093478447092,-0.47887692683341,0.137694153599676,-1.18608230603183,0,1,0,1,0,0,1,0,0,"13",FALSE
"7551",33565,"2 entre -5% y 5%",-0.458093478447092,0.128307374425305,0.137694153599676,1.37425900515292,0,1,0,1,0,0,1,0,0,"1",FALSE
"7553",33567,"2 entre -5% y 5%",-0.736111284264035,-0.76074976735746,0.137694153599676,1.37425900515292,0,1,0,1,0,0,1,0,0,"8",FALSE
"7555",33570,"2 entre -5% y 5%",-0.149184805317156,-0.115068151285833,0.137694153599676,0.520811901424669,0,1,0,1,0,0,1,0,0,"13",FALSE
"7556",33571,"2 entre -5% y 5%",0.623086877507684,0.898235959911526,0.137694153599676,1.37425900515292,0,1,0,1,0,0,1,0,0,"13",FALSE
"7563",33580,"2 entre -5% y 5%",-0.458093478447092,-0.478286567765584,0.137694153599676,-1.18608230603183,0,1,0,1,0,0,1,0,0,"13",FALSE
"7564",33581,"2 entre -5% y 5%",0.236951036095264,0.661147758272731,0.137694153599676,1.37425900515292,0,1,0,1,0,0,1,0,0,"1",FALSE
"7567",33586,"2 entre -5% y 5%",-0.736111284264035,-0.345857221670927,0.137694153599676,1.37425900515292,0,1,0,1,0,0,1,0,0,"14",FALSE
"7569",33588,"2 entre -5% y 5%",-0.427202611134099,0.128307374425305,0.137694153599676,1.37425900515292,0,1,0,1,0,0,1,0,0,"1",FALSE
"7570",33589,"2 entre -5% y 5%",0.0824966995302956,0.779691859092129,0.137694153599676,1.37425900515292,0,1,0,1,0,0,1,0,0,"13",FALSE
"7575",33597,"2 entre -5% y 5%",-0.61254781501206,0.527945041799223,0.137694153599676,0.520811901424669,0,1,0,1,0,0,1,0,0,"9",FALSE
"7577",33599,"2 entre -5% y 5%",0.15972386781278,-0.0489125141452867,0.137694153599676,1.37425900515292,0,1,0,1,0,0,1,0,0,"1",FALSE
"7584",33610,"2 entre -5% y 5%",-0.736111284264035,-0.476509586971429,0.137694153599676,-0.332635202303582,0,1,0,1,0,0,1,0,0,"13",FALSE
"7586",33613,"2 entre -5% y 5%",-0.380866310164608,0.128307374425305,0.137694153599676,1.37425900515292,0,1,0,1,0,0,1,0,0,"13",FALSE
"7590",33619,"2 entre -5% y 5%",-0.458093478447092,0.127717015357479,0.137694153599676,0.520811901424669,0,1,0,1,0,0,1,0,0,"1",FALSE
"7592",33622,"2 entre -5% y 5%",5.25671697445672,-0.112700811423852,0.137694153599676,0.520811901424669,0,1,0,1,0,0,1,0,0,"10",FALSE
"7593",33623,"2 entre -5% y 5%",-0.535320646729576,-0.332373420561788,0.137694153599676,3.08115321260942,0,1,0,1,0,0,1,0,0,"7",FALSE
"7605",33642,"2 entre -5% y 5%",-0.550766080386073,-0.358124883100345,0.137694153599676,-0.332635202303582,0,1,0,1,0,0,1,0,0,"13",FALSE
"7607",33645,"2 entre -5% y 5%",-0.458093478447092,-0.656451030844697,0.137694153599676,-1.18608230603183,0,1,0,1,0,0,1,0,0,"9",FALSE
"7609",33647,"2 entre -5% y 5%",0.15972386781278,-0.358124883100345,0.137694153599676,-0.332635202303582,0,1,0,1,0,0,1,0,0,"13",FALSE
"7615",33654,"2 entre -5% y 5%",-0.61254781501206,-0.478286567765584,0.137694153599676,-1.18608230603183,0,1,0,1,0,0,1,0,0,"4",FALSE
"7616",33657,"2 entre -5% y 5%",-0.61254781501206,0.931414139523329,0.137694153599676,2.22770610888117,0,1,0,1,0,0,1,0,0,"7",FALSE
"7621",33663,"2 entre -5% y 5%",-0.365420876508112,0.128307374425305,0.137694153599676,1.37425900515292,0,1,0,1,0,0,1,0,0,"5",FALSE
"7623",33665,"2 entre -5% y 5%",1.85872157002743,0.128897733493131,0.137694153599676,1.37425900515292,0,1,0,1,0,0,1,0,0,"10",FALSE
"7629",33675,"2 entre -5% y 5%",-0.458093478447092,-0.478286567765584,0.137694153599676,-1.18608230603183,0,1,0,1,0,0,1,0,0,"13",FALSE
"7630",33676,"2 entre -5% y 5%",1.08644988720259,0.141236238010688,0.137694153599676,2.22770610888117,0,1,0,1,0,0,1,0,0,"5",FALSE
"7632",33678,"2 entre -5% y 5%",-0.689774983294544,-1.07139080525666,0.137694153599676,-1.18608230603183,0,1,0,1,0,0,1,0,0,"8",FALSE
"7633",33680,"2 entre -5% y 5%",-0.172352955801902,0.128897733493131,0.137694153599676,1.37425900515292,0,1,0,1,0,0,1,0,0,"7",FALSE
"7634",33683,"2 entre -5% y 5%",-0.149184805317156,0.898235959911526,0.137694153599676,1.37425900515292,0,1,0,1,0,0,1,0,0,"5",FALSE
"7636",33686,"2 entre -5% y 5%",-0.458093478447092,-0.478286567765584,0.137694153599676,-1.18608230603183,0,1,0,1,0,0,1,0,0,"13",FALSE
"7638",33688,"2 entre -5% y 5%",-0.303639141882124,-0.642801929196567,0.137694153599676,1.37425900515292,0,1,0,1,0,0,1,0,0,"7",FALSE
"7644",33699,"2 entre -5% y 5%",-0.22641197359964,0.896571147340257,0.137694153599676,0.520811901424669,0,1,0,1,0,0,1,0,0,"1",FALSE
"7649",33707,"2 entre -5% y 5%",0.468632540942716,0.903212686853296,0.137694153599676,1.37425900515292,0,1,0,1,0,0,1,0,0,"2",FALSE
"7651",33709,"2 entre -5% y 5%",-0.303639141882124,0.129493996151635,0.137694153599676,1.37425900515292,0,1,0,1,0,0,1,0,0,"6",FALSE
"7660",33720,"2 entre -5% y 5%",-0.535320646729576,0.128307374425305,0.137694153599676,1.37425900515292,0,1,0,1,0,0,1,0,0,"13",FALSE
"7661",33721,"2 entre -5% y 5%",-0.458093478447092,-0.0489125141452867,0.137694153599676,1.37425900515292,0,1,0,1,0,0,1,0,0,"7",FALSE
"7662",33722,"2 entre -5% y 5%",-0.597102381355564,0.128307374425305,0.137694153599676,1.37425900515292,0,1,0,1,0,0,1,0,0,"1",FALSE
"7664",33724,"2 entre -5% y 5%",0.0824966995302956,0.899894868892116,0.137694153599676,1.37425900515292,0,1,0,1,0,0,1,0,0,"13",FALSE
"7665",33725,"2 entre -5% y 5%",-0.458093478447092,-0.0956807594984371,0.137694153599676,-0.332635202303582,0,1,0,1,0,0,1,0,0,"8",FALSE
"7666",33726,"2 entre -5% y 5%",-0.22641197359964,0.128307374425305,0.137694153599676,1.37425900515292,0,1,0,1,0,0,1,0,0,"13",FALSE
"7667",33727,"2 entre -5% y 5%",-0.535320646729576,-0.358124883100345,0.137694153599676,-0.332635202303582,0,1,0,1,0,0,1,0,0,"13",FALSE
"7668",33728,"2 entre -5% y 5%",0.93199555063762,0.529603950779813,0.137694153599676,0.520811901424669,0,1,0,1,0,0,1,0,0,"8",FALSE
"7669",33729,"2 entre -5% y 5%",2.9399019259822,0.559440698067723,0.137694153599676,1.37425900515292,0,1,0,1,0,0,1,0,0,"1",FALSE
"7672",33734,"2 entre -5% y 5%",-0.61254781501206,0.779691859092129,0.137694153599676,1.37425900515292,0,1,0,1,0,0,1,0,0,"5",FALSE
"7674",33736,"2 entre -5% y 5%",-0.581656947699067,-1.12436962800333,0.137694153599676,-0.332635202303582,0,1,0,1,0,0,1,0,0,"8",FALSE
"7676",33740,"2 entre -5% y 5%",1.4880311622715,-0.479467285901235,0.137694153599676,-1.18608230603183,0,1,0,1,0,0,1,0,0,"1",FALSE
"7681",33749,"2 entre -5% y 5%",0.144278434156283,-0.831663698584681,0.137694153599676,-0.332635202303582,0,1,0,1,0,0,1,0,0,"5",FALSE
"7684",33753,"2 entre -5% y 5%",-0.149184805317156,0.128307374425305,0.137694153599676,1.37425900515292,0,1,0,1,0,0,1,0,0,"7",FALSE
"7696",33769,"2 entre -5% y 5%",-0.0719576370346724,-0.655860671776871,0.137694153599676,-1.18608230603183,0,1,0,1,0,0,1,0,0,"7",FALSE
"7699",33773,"2 entre -5% y 5%",0.283287337064754,-0.345857221670927,0.137694153599676,1.37425900515292,0,1,0,1,0,0,1,0,0,"10",FALSE
"7703",33779,"2 entre -5% y 5%",-0.149184805317156,-0.478286567765584,0.137694153599676,-1.18608230603183,0,1,0,1,0,0,1,0,0,"5",FALSE
"7706",33784,"2 entre -5% y 5%",-0.61254781501206,-0.358124883100345,0.137694153599676,-0.332635202303582,0,1,0,1,0,0,1,0,0,"8",FALSE
"7707",33785,"2 entre -5% y 5%",0.314178204377748,-0.47887692683341,0.137694153599676,-1.18608230603183,0,1,0,1,0,0,1,0,0,"5",FALSE
"7711",33790,"2 entre -5% y 5%",0.314178204377748,-0.115068151285833,0.137694153599676,0.520811901424669,0,1,0,1,0,0,1,0,0,"7",FALSE
"7712",33791,"2 entre -5% y 5%",0.314178204377748,-0.399113513179482,0.137694153599676,-0.332635202303582,0,1,0,1,0,0,1,0,0,"8",FALSE
"7718",33801,"2 entre -5% y 5%",-0.61254781501206,-0.351996955976314,0.137694153599676,0.520811901424669,0,1,0,1,0,0,1,0,0,"10",FALSE
"7720",33803,"2 entre -5% y 5%",-0.303639141882124,-0.47887692683341,0.137694153599676,-1.18608230603183,0,1,0,1,0,0,1,0,0,"5",FALSE
"7721",33806,"2 entre -5% y 5%",-0.149184805317156,0.129493996151635,0.137694153599676,1.37425900515292,0,1,0,1,0,0,1,0,0,"8",FALSE
"7722",33807,"2 entre -5% y 5%",-0.303639141882124,0.661147758272731,0.137694153599676,1.37425900515292,0,1,0,1,0,0,1,0,0,"6",FALSE
"7724",33809,"2 entre -5% y 5%",0.314178204377748,-0.951819479659242,0.137694153599676,-1.18608230603183,0,1,0,1,0,0,1,0,0,"5",FALSE
"7727",33812,"2 entre -5% y 5%",0.5458597092252,-0.351996955976314,0.137694153599676,0.520811901424669,0,1,0,1,0,0,1,0,0,"10",FALSE
"7728",33813,"2 entre -5% y 5%",0.283287337064754,-0.47887692683341,0.137694153599676,-1.18608230603183,0,1,0,1,0,0,1,0,0,"5",FALSE
"7733",33820,"2 entre -5% y 5%",1.08644988720259,0.127717015357479,0.137694153599676,1.37425900515292,0,1,0,0,0,1,1,0,0,"8",FALSE
"7736",33826,"2 entre -5% y 5%",-0.0565122033781757,0.0714085674682657,0.137694153599676,1.37425900515292,0,1,0,1,0,0,1,0,0,"10",FALSE
"7743",33840,"2 entre -5% y 5%",0.15972386781278,-0.648740941418893,0.137694153599676,0.520811901424669,0,1,0,1,0,0,1,0,0,"10",FALSE
"7744",33843,"2 entre -5% y 5%",3.71217360880704,-0.479467285901235,0.137694153599676,-1.18608230603183,0,1,0,1,0,0,1,0,0,"13",FALSE
"7756",33860,"2 entre -5% y 5%",-0.689774983294544,-0.831663698584681,0.137694153599676,-0.332635202303582,0,1,0,1,0,0,1,0,0,"13",FALSE
"7758",33862,"2 entre -5% y 5%",-0.61254781501206,0.129493996151635,0.137694153599676,1.37425900515292,0,1,0,1,0,0,1,0,0,"10",FALSE
"7759",33863,"2 entre -5% y 5%",-0.303639141882124,-0.354364295838295,0.137694153599676,-0.332635202303582,0,1,0,1,0,0,1,0,0,"13",FALSE
"7762",33867,"2 entre -5% y 5%",-0.736111284264035,-0.522923616883884,0.137694153599676,-1.18608230603183,0,1,0,1,0,0,1,0,0,"13",FALSE
"7763",33869,"2 entre -5% y 5%",-0.380866310164608,0.128307374425305,0.137694153599676,1.37425900515292,0,1,0,1,0,0,1,0,0,"9",FALSE
"7775",33890,"2 entre -5% y 5%",0.93199555063762,0.368117131366775,0.137694153599676,1.37425900515292,0,1,0,0,0,1,1,0,0,"8",FALSE
"7776",33891,"2 entre -5% y 5%",0.777541214072651,0.128897733493131,0.137694153599676,1.37425900515292,0,1,0,1,0,0,1,0,0,"13",FALSE
"7779",33895,"2 entre -5% y 5%",-0.458093478447092,-0.834621397514488,0.137694153599676,-1.18608230603183,0,1,0,1,0,0,1,0,0,"5",FALSE
"7784",33903,"2 entre -5% y 5%",0.653977744820677,-0.479467285901235,0.137694153599676,-1.18608230603183,0,1,0,1,0,0,1,0,0,"13",FALSE
"7787",33908,"2 entre -5% y 5%",2.16917478652301,-0.174895139219287,0.137694153599676,0.520811901424669,0,1,0,1,0,0,1,0,0,"14",FALSE
"7789",33910,"2 entre -5% y 5%",-0.535320646729576,-0.47887692683341,0.137694153599676,-1.18608230603183,0,1,0,1,0,0,1,0,0,"4",FALSE
"7791",33914,"2 entre -5% y 5%",-0.334530009195118,-0.329350782134521,0.137694153599676,0.520811901424669,0,1,0,1,0,0,1,0,0,"7",FALSE
"7792",33915,"2 entre -5% y 5%",0.00526953124781165,-0.477099946039254,0.137694153599676,-0.332635202303582,0,1,0,0,0,1,1,0,0,"8",FALSE
"7794",33918,"2 entre -5% y 5%",-0.736111284264035,-0.94312349059017,0.137694153599676,0.520811901424669,0,1,0,1,0,0,1,0,0,"10",FALSE
"7796",33920,"2 entre -5% y 5%",-0.22641197359964,-0.115068151285833,0.137694153599676,0.520811901424669,0,1,0,1,0,0,1,0,0,"9",FALSE
"7799",33930,"2 entre -5% y 5%",-0.303639141882124,-0.528502510074837,0.137694153599676,0.520811901424669,0,1,0,1,0,0,1,0,0,"13",FALSE
"7802",33935,"2 entre -5% y 5%",-0.813338452546519,-0.943713849657996,0.137694153599676,0.520811901424669,0,1,0,1,0,0,1,0,0,"9",FALSE
"7806",33939,"2 entre -5% y 5%",-0.535320646729576,0.66447147982459,0.137694153599676,1.37425900515292,0,1,0,1,0,0,1,0,0,"14",FALSE
"7808",33941,"2 entre -5% y 5%",0.314178204377748,-0.47769030510708,0.137694153599676,-0.332635202303582,0,1,0,1,0,0,1,0,0,"7",FALSE
"7809",33942,"2 entre -5% y 5%",-0.774724868405277,-0.951819479659242,0.137694153599676,-1.18608230603183,0,1,0,1,0,0,1,0,0,"7",FALSE
"7811",33944,"2 entre -5% y 5%",-0.334530009195118,-1.13058020539686,0.137694153599676,-1.18608230603183,0,1,0,1,0,0,1,0,0,"13",FALSE
"7812",33945,"2 entre -5% y 5%",-0.488984345760086,-0.113881529559503,0.137694153599676,0.520811901424669,0,1,0,1,0,0,1,0,0,"8",FALSE
"7813",33947,"2 entre -5% y 5%",-0.303639141882124,0.898235959911526,0.137694153599676,1.37425900515292,0,1,0,1,0,0,1,0,0,"13",FALSE
"7817",33951,"2 entre -5% y 5%",-0.478172542200538,0.903212686853296,0.137694153599676,1.37425900515292,0,1,0,1,0,0,1,0,0,"6",FALSE
"7818",33953,"2 entre -5% y 5%",-0.643438682325054,-0.655860671776871,0.137694153599676,-1.18608230603183,0,1,0,1,0,0,1,0,0,"5",FALSE
"7819",33954,"2 entre -5% y 5%",-0.458093478447092,0.141236238010688,0.137694153599676,2.22770610888117,0,1,0,1,0,0,1,0,0,"7",FALSE
"7825",33962,"2 entre -5% y 5%",-0.797893018890022,-0.641024948402412,0.137694153599676,1.37425900515292,0,1,0,1,0,0,1,0,0,"1",FALSE
"7827",33966,"2 entre -5% y 5%",-0.535320646729576,0.129493996151635,0.137694153599676,1.37425900515292,0,1,0,1,0,0,1,0,0,"2",FALSE
"7828",33967,"2 entre -5% y 5%",-0.705220416951041,0.903212686853296,0.137694153599676,1.37425900515292,0,1,0,1,0,0,1,0,0,"2",FALSE
"7829",33969,"2 entre -5% y 5%",3.40326493567711,0.898235959911526,0.137694153599676,1.37425900515292,0,1,0,1,0,0,1,0,0,"9",FALSE
"7831",33971,"2 entre -5% y 5%",0.00526953124781165,0.12185474981397,0.137694153599676,0.520811901424669,0,1,0,1,0,0,1,0,0,"9",FALSE
"7832",33972,"2 entre -5% y 5%",-0.828783886203015,0.904871595833886,0.137694153599676,1.37425900515292,0,1,0,1,0,0,1,0,0,"10",FALSE
"7833",33973,"2 entre -5% y 5%",-0.458093478447092,0.601881611453711,0.137694153599676,1.37425900515292,0,1,0,1,0,0,1,0,0,"5",FALSE
"7834",33974,"2 entre -5% y 5%",-0.581656947699067,0.898235959911526,0.137694153599676,1.37425900515292,0,1,0,1,0,0,1,0,0,"5",FALSE
"7835",33975,"2 entre -5% y 5%",-0.767002151577028,0.177236333966698,0.137694153599676,2.22770610888117,0,1,0,1,0,0,1,0,0,"5",FALSE
"7844",33987,"2 entre -5% y 5%",-0.458093478447092,-0.478286567765584,0.137694153599676,-1.18608230603183,0,1,0,1,0,0,1,0,0,"5",FALSE
"7845",33988,"2 entre -5% y 5%",-0.0333440528934304,0.141236238010688,0.137694153599676,2.22770610888117,0,1,0,1,0,0,1,0,0,"13",FALSE
"7847",33990,"2 entre -5% y 5%",-0.635715965496806,-0.358124883100345,0.137694153599676,-0.332635202303582,0,1,0,1,0,0,1,0,0,"13",FALSE
"7849",33995,"2 entre -5% y 5%",0.314178204377748,-0.108184564554985,0.137694153599676,1.37425900515292,0,1,0,1,0,0,1,0,0,"7",FALSE
"7850",33996,"2 entre -5% y 5%",-0.797893018890022,-0.286585171261228,0.137694153599676,1.37425900515292,0,1,0,1,0,0,1,0,0,"7",FALSE
"7852",33998,"2 entre -5% y 5%",-0.458093478447092,0.66447147982459,0.137694153599676,1.37425900515292,0,1,0,0,0,1,1,0,0,"8",FALSE
"7853",33999,"2 entre -5% y 5%",-0.61254781501206,-0.236493204356219,0.137694153599676,-0.332635202303582,0,1,0,1,0,0,1,0,0,"9",FALSE
"7858",34004,"2 entre -5% y 5%",-0.458093478447092,0.898235959911526,0.137694153599676,1.37425900515292,0,1,0,1,0,0,1,0,0,"5",FALSE
"7859",34005,"2 entre -5% y 5%",-0.458093478447092,0.898235959911526,0.137694153599676,1.37425900515292,0,1,0,1,0,0,1,0,0,"13",FALSE
"7861",34007,"2 entre -5% y 5%",-0.303639141882124,-0.286585171261228,0.137694153599676,1.37425900515292,0,1,0,1,0,0,1,0,0,"13",FALSE
"7865",34013,"2 entre -5% y 5%",-0.303639141882124,0.898235959911526,0.137694153599676,1.37425900515292,0,1,0,1,0,0,1,0,0,"5",FALSE
"7866",34014,"2 entre -5% y 5%",-0.61254781501206,-0.950048402455765,0.137694153599676,-0.332635202303582,0,1,0,1,0,0,1,0,0,"5",FALSE
"7867",34015,"2 entre -5% y 5%",0.623086877507684,0.898235959911526,0.137694153599676,1.37425900515292,0,1,0,1,0,0,1,0,0,"5",FALSE
"7868",34017,"2 entre -5% y 5%",3.71217360880704,0.128307374425305,0.137694153599676,1.37425900515292,0,1,0,1,0,0,1,0,0,"13",FALSE
"7869",34022,"2 entre -5% y 5%",-0.689774983294544,-0.641615307470237,0.137694153599676,1.37425900515292,0,1,0,1,0,0,1,0,0,"8",FALSE
"7871",34025,"2 entre -5% y 5%",-0.767002151577028,-0.771878035785974,0.137694153599676,-0.332635202303582,0,1,0,1,0,0,1,0,0,"13",FALSE
